ID,Restaurant,Address,Time,Price,District,PriceH,PriceL,Rating,ReviewCount
407,Bánh Tráng Ngon Ngon - Hoàng Sa,"563/12 Hoàng Sa, P. 7, Quận 3, TP. HCM",,5.000 - 22.000,Quận 3,22000,5000,7.866666666666667,3
408,Sâm Bổ Lượng 399 - Nguyễn Đình Chiểu,"399/14 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,10.000 - 33.000,Quận 3,33000,10000,7.475,16
409,Bánh Mứt Thành Long,"291/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 200.000,Quận 3,200000,30000,8.066666666666666,6
410,No.96 - Quán 96 Lẩu & Nướng - Võ Văn Tần,"133 Võ Văn Tần, P. Võ Thị Sáu, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3,220000,30000,7.6499999999999995,4
412,TOUS les JOURS - Cách Mạng Tháng 8,"66B Cách Mạng Tháng 8, Quận 3, TP. HCM",,20.000 - 66.000,Quận 3,66000,20000,6.896,100
413,Iron Steak - Hồ Xuân Hương,"65B Hồ Xuân Hương, Quận 3, TP. HCM",,20.000 - 90.000,Quận 3,90000,20000,6.235555555555556,45
414,"The Brownies - Bánh Brownies, Trà & Cafe","70 Đường Số 2, P. 4, Quận 3, TP. HCM",,12.000 - 250.000,Quận 3,250000,12000,8.3,2
415,Shin Foodcourt - Cơm Chiên & Mì Xào,"80/58 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3,40000,20000,6.571428571428571,21
416,Cô Giàu - Bánh Mì & Xôi Mặn,"147 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,12.000 - 20.000,Quận 3,20000,12000,6.55,4
417,Gogi House - Thịt Nướng Hàn Quốc - Lê Văn Sỹ,"254 - 256 Lê Văn Sỹ, Quận 3, TP. HCM",,300.000 - 550.000,Quận 3,550000,300000,7.11,100
418,Bánh Cuốn Song Mộc - Vườn Chuối,"107 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 12:00,25.000 - 40.000,Quận 3,40000,25000,4.9625,32
419,Th'not - Thốt Nốt Sốt Trái Cây,"134 Vườn Chuối, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,7.2,1
420,Bánh Mì Chấm Hung Tubes - Nam Kỳ Khởi Nghĩa,"284 Đường Nam Kỳ Khởi Nghĩa, P. Võ Thị Sáu, Quận 3, TP. HCM",,15.000 - 99.000,Quận 3,99000,15000,6.0,1
421,TOUS les JOURS - Nam Kỳ Khởi Nghĩa,"382 Nam Kỳ Khởi Nghĩa, P. 8, Quận 3, TP. HCM",,10.000 - 500.000,Quận 3,500000,10000,6.1066666666666665,30
422,Bánh Tráng Trộn Hằng An,"219/15 Trần Văn Đang (Mặt Tiền Đỗ Thị Lời), P. 11, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3,25000,15000,5.300000000000001,2
423,Yumi Fruit - Trái Cây Sạch & Đồ Ăn Vặt - Shop Online - Nguyễn Đình Chiểu,"241/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,100000,20000,7.710344827586207,29
424,Mì Quảng Ăn Là Nhớ - Trần Quốc Thảo,"123A Trần Quốc Thảo, P. 7, Quận 3, TP. HCM",06:50 - 20:45,40.000 - 66.000,Quận 3,66000,40000,6.032,100
425,Chảo Restaurant - Bánh Mì Chảo,"31 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,25.000 - 70.000,Quận 3,70000,25000,6.898,100
426,Thanh Hương - Cháo Lòng Hà Nội - Trần Văn Đang,"137 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,10.000 - 45.000,Quận 3,45000,10000,5.6,4
427,Hủ Tiếu Bò Viên 1122,"Đối diện 1046/25 Trường Sa, P. 12, Quận 3, TP. HCM",,30.000 - 40.000,Quận 3,40000,30000,7.3538461538461535,13
428,Gà Rán Chicken Plus - Trần Quốc Toản,"55 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",,35.000 - 219.000,Quận 3,219000,35000,7.6,2
429,Hương Hà Nội - Bún Chả & Bún Đậu - Nguyễn Sơn Hà,"35 Nguyễn Sơn Hà, P. 5, Quận 3, TP. HCM",,35.000 - 100.000,Quận 3,100000,35000,6.117999999999999,100
430,Cháo Sườn Kim Oanh - Lê Văn Sỹ,"Mặt Tiền Chợ Nguyễn Văn Trỗi, Đường Lê Văn Sỹ, Quận 3, TP. HCM",06:00 - 12:30,15.000 - 30.000,Quận 3,30000,15000,7.2,1
431,Bánh Tráng Trộn Giàu,"260 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,20000,10000,6.1,2
432,Xôi Xéo Lá Sen,"148A Lý Chính Thắng, P. 7, Quận 3, TP. HCM",06:30 - 12:30 | 17:00 - 19:30,15.000 - 20.000,Quận 3,20000,15000,7.483333333333333,12
433,Bánh Tráng Tỏi 019 - Trần Quang Diệu,"019 Lô B Chung Cư Trần Quang Diệu, Trần Quang Diệu, P. 13, Quận 3, TP. HCM",,10.000 - 20.000,Quận 3,20000,10000,5.674509803921568,51
434,Bột Chiên Đạt Thành,"277 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,20.000 - 33.000,Quận 3,33000,20000,6.646,100
435,Lẩu Gà Lá É Phú Yên Hội Ngộ - 716B Trường Sa,"716B Trường Sa, P. 14, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3,200000,50000,6.633333333333334,18
436,Cô Na - Xôi Chiên & Chuối Chiên 5 Sao,"20 Kì Đồng, P. 9, Quận 3, TP. HCM",,25.000 - 30.000,Quận 3,30000,25000,7.4,1
437,Há Cảo & Xíu Mại Nhà Làm 385 - Nguyễn Đình Chiểu,"385/41 Nguyễn Đình Chiểu, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,5.0,1
438,Mì Xí Quách 315,"315/20C Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 40.000,Quận 3,40000,30000,7.0,1
439,Mi En House Salad - Healthy Food & Eatclean,"284/4B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,38.000 - 48.000,Quận 3,48000,38000,8.605405405405405,37
440,Xôi Déo - Kỳ Đồng,"14/12 Kỳ A4 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:30 - 16:00,15.000 - 70.000,Quận 3,70000,15000,6.56,5
441,BaaBoo - Bánh Tươi Nhà Làm,"129/18 Lý Chính Thắng, P. Võ Thị Sáu, Quận 3, TP. HCM",,75.000 - 140.000,Quận 3,140000,75000,6.571428571428571,7
442,Cháo Ếch Senta - Trần Cao Vân,"41 Trần Cao Vân, P. 6, Quận 3, TP. HCM",,60.000 - 60.000,Quận 3,60000,60000,6.35,8
443,Bánh Mì Chay Vạn Phước - Món Chay - Lê Văn Sỹ,"195 Lê Văn Sỹ, Phường 13, Quận 3, TP. HCM",06:00 - 21:00,0 - 0,Quận 3,0,0,7.2,1
444,Phá Lấu Dì Mai,"165/3 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,20.000 - 25.000,Quận 3,25000,20000,7.123076923076923,13
445,The Fitchicken - Shop Online - Trần Văn Đang,"171B Trần Văn Đang, P. 11, Quận 3, TP. HCM",,50.000 - 200.000,Quận 3,200000,50000,7.742105263157894,38
446,Bánh Giò Nem Chả Dì Linh - Hai Bà Trưng,"Vỉa Hè 185 Hai Bà Trưng, Quận 3, TP. HCM",,15.000 - 25.000,Quận 3,25000,15000,7.504761904761905,21
447,Phở Chua Lạng Sơn - Nguyễn Thiện Thuật,"242/101 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,25.000 - 39.000,Quận 3,39000,25000,6.456,100
448,Bánh Mì Phô Mai Tan Chảy - Crepe Sầu Riêng Online,"21/8 Trần Văn Đang, P. 9, Quận 3, TP. HCM",,80.000 - 150.000,Quận 3,150000,80000,6.416438356164384,73
449,Bánh Tráng Trộn - 147 Nguyễn Thượng Hiền,"147 Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,10.000 - 50.000,Quận 3,50000,10000,7.6,1
450,"Mì Ý, Bánh Canh Trảng Bàng & Bún Chả Giò - Cô Ba Hiền","Số 11 Đường Số 5, P. 4, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.3,2
452,Cơm Tấm Cali - Võ Văn Tần,"449 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 66.000,Quận 3,66000,25000,7.315068493150685,73
453,Steakzone Quận 3 - Quán Ăn - 491/2 Nguyễn Đình Chiểu,"491/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.5,2
454,Chè Chuối Nướng Nam Bộ Út Lúa - Lý Chính Thắng,"226 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,22000,10000,6.415000000000001,40
455,Lẩu Bò Nhà Gỗ - Lý Thái Tổ,"162 Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 150.000,Quận 3,150000,20000,5.153488372093023,43
456,No.96 - Quán 96 Lẩu & Nướng,"117 Võ Văn Tần, Quận 3, TP. HCM",,30.000 - 220.000,Quận 3,220000,30000,6.832000000000001,100
457,Ẩm thực Thai Lan - Món Thái - Thai Market Restaurant - 95 Cao Thắng,"95 Cao Thắng, P. 3, Quận 3, TP. HCM",,30.000 - 300.000,Quận 3,300000,30000,5.6,2
458,Chè Kỳ Đồng,"16C Kỳ Đồng, P. 9, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,22000,10000,6.374603174603175,63
460,Kai - Mì Trộn Indomie,"184/18 Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,15.000 - 31.000,Quận 3,31000,15000,7.8,1
461,Nhà Hàng Bà Cô Lốc Cốc - Trần Cao Vân,"40A Trần Cao Vân, P. Võ Thị Sáu, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,100000,20000,9.0,1
462,Bánh Xèo Miền Tây - Trần Văn Đang,"139 Trần Văn Đang, Quận 3, TP. HCM",,5.000 - 25.000,Quận 3,25000,5000,5.577777777777778,9
463,Bánh Tráng Cô Tuyền - Hoàng Sa,"453 Hoàng Sa, P. 8, Quận 3, TP. HCM",,5.000 - 135.000,Quận 3,135000,5000,6.45,4
464,Bánh Bông Lan Trứng Muối An Phú - Shop Online,"108/46 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,50.000 - 180.000,Quận 3,180000,50000,10.0,1
465,Cơm Gà Thượng Hải - Ẩm Thực Trung Hoa,"21 - 23 Võ Văn Tần, P. 6, Quận 3, TP. HCM",,65.000 - 165.000,Quận 3,165000,65000,7.4479999999999995,100
466,Sữa Chua Trân Châu Hạ Long - Lê Văn Sỹ,"294 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,10.000 - 50.000,Quận 3,50000,10000,3.6,1
467,Châu Sài Gòn - Bánh Trái Cây Đậu Xanh,"1098 Trường Sa, P. 12, Quận 3, TP. HCM",,50.000 - 100.000,Quận 3,100000,50000,6.494736842105263,57
468,Pikachu - Bánh Mì Cay Hải Phòng,"71 Đường Số 4, P. 4, Quận 3, TP. HCM",07:00 - 21:00,5.000 - 20.000,Quận 3,20000,5000,6.75,16
469,4GsTexas Bakery - Võ Văn Tần,"447 Võ Văn Tần, P. 5, Quận 3, TP. HCM",07:00 - 21:00,15.000 - 350.000,Quận 3,350000,15000,6.791304347826086,23
471,Ếch Xanh - Hồ Xuân Hương,"55A Hồ Xuân Hương, P. Võ Thị Sáu, Quận 3, TP. HCM",,100.000 - 330.000,Quận 3,330000,100000,6.73,100
472,Tuyết - Cháo Lòng 408,"408/8 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",00:00 - 23:59,2.000 - 20.000,Quận 3,20000,2000,5.507692307692308,13
474,Bò Né - Bà Huyện Thanh Quan,"105B Bà Huyện Thanh Quan, P. 7, Quận 3, TP. HCM",07:00 - 12:00,30.000 - 60.000,Quận 3,60000,30000,7.666666666666667,6
475,Lucky You - Bánh Mì Kem Tươi Thái Lan - Cách Mạng Tháng 8,"210/3B Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.708,100
476,Bún Đậu Mắm Tôm A Chảnh - Lê Văn Sỹ,"211 Lê Văn Sỹ, P. 13, Quận 3, TP. HCM",,25.000 - 57.000,Quận 3,57000,25000,6.95,16
477,Dì Yến Bến Tre - Bún Thịt Xào,"237/84B Trần Văn Đang, P. 11, Quận 3, TP. HCM",07:00 - 13:50,25.000 - 50.000,Quận 3,50000,25000,8.12,15
478,Giò Chả Thùy Trang,"116/29 Vườn Chuối, P. 4, Quận 3, TP. HCM",06:00 - 18:00,10.000 - 160.000,Quận 3,160000,10000,7.4,1
479,Bắp Nướng Mỡ Hành Hẻm 174 Nguyễn Thiện Thuật,"174/21 Nguyễn Thiện Thuật, P. 3, Quận 3, TP. HCM",,10.000 - 12.000,Quận 3,12000,10000,8.181818181818182,11
480,Mầm - Healthyfood - Tú Xương,"6C Tú Xương, P. Võ Thị Sáu, Quận 3, TP. HCM",,10.000 - 69.000,Quận 3,69000,10000,5.633333333333333,6
482,Bếp Chay Phạm Hồng Phước - Võ Thị Sáu,"146/1 Võ Thị Sáu, P. 8, Quận 3, TP. HCM",,25.000 - 120.000,Quận 3,120000,25000,6.385454545454545,55
483,Bánh Mì Chiên Tôm Hiếu Thi 91 - Nguyễn Thượng Hiền,"61 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,10.0,1
484,Hao Thai - Bún Thái Cay - Võ Văn Tần,"299B Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,80000,30000,5.199999999999999,2
485,An Teahouse - Lẩu Tô Topping Và Sụn Gà Chiên,"290/1B Lý Thái Tổ, P. 1, Quận 3, TP. HCM",,20.000 - 80.000,Quận 3,80000,20000,7.4,4
486,Manwah Taiwanese Hotpot - Cao Thắng Mall,"Tầng 2, Tầng 2 Cao Thắng Mall, 19 Cao Thắng, P. 2, Quận 3, TP. HCM",,390.000 - 480.000,Quận 3,480000,390000,6.816,100
487,Mì Quảng 85,"Hẻm 85 Trần Quang Diệu, P.13, Quận 3, TP. HCM",06:00 - 12:00 | 14:00 - 22:00,30.000 - 60.000,Quận 3,60000,30000,6.619512195121951,41
488,Bánh Su Que - Nguyễn Thông,"89 Nguyễn Thông, P. 9, Quận 3, TP. HCM",07:30 - 20:00,10.000 - 55.000,Quận 3,55000,10000,5.545454545454546,11
489,Lẩu Cá Kèo Bà Huyện - 18 Bà Huyện Thanh Quan,"18 Bà Huyện Thanh Quan, P. 6, Quận 3, TP. HCM",,40.000 - 190.000,Quận 3,190000,40000,6.078048780487805,41
490,Giò Chả Nghĩa - Nguyễn Đình Chiểu,"565 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",06:00 - 18:00,20.000 - 937.000,Quận 3,937000,20000,5.0,1
491,Mì Trộn Park Kim Thang - Lý Chính Thắng,"148I Lý Chính Thắng, P. 14, Quận 3, TP. HCM",,30.000 - 55.000,Quận 3,55000,30000,2.4,1
492,Cơm Tấm Tiên - Cách Mạng Tháng 8,"388A Cách Mạng Tháng 8, Quận 3, TP. HCM",00:00 - 06:00 | 21:30 - 23:59,25.000 - 35.000,Quận 3,35000,25000,4.733333333333333,3
493,Há Cảo Vườn Chuối - Dimsum 20 Loại,"18/21 Vườn Chuối, P. 4, Quận 3, TP. HCM",,30.000 - 50.000,Quận 3,50000,30000,8.110526315789473,76
494,Bánh Mì Tuấn Mập - Pasteur,"196 Pasteur, Quận 3, TP. HCM",06:00 - 20:00,15.000 - 20.000,Quận 3,20000,15000,7.275,8
495,Bột Chiên & Mì Xào Bò,"294 Trần Văn Đang, P. 10, Quận 3, TP. HCM",,20.000 - 30.000,Quận 3,30000,20000,7.74,10
496,Mercini Bakery - Shop Online,"2/27A Cao Thắng, P. 5, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,45000,25000,8.399999999999999,9
497,Mi Blythe - Bánh Macaron,"57 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,50000,20000,6.687058823529411,85
498,Green & Young - Healthy Food Store,"18/47 Trần Quang Diệu, P. 14, Quận 3, TP. HCM",,32.000 - 35.000,Quận 3,35000,32000,8.348387096774195,31
499,Cô Lùn - Bún Thịt Nướng & Cơm Tấm,"429/12F Lê Văn Sỹ, Quận 3, TP. HCM",07:00 - 16:59,15.000 - 25.000,Quận 3,25000,15000,9.9,2
500,Dimsum Tân Sanh Hoạt,"322 Nguyễn Thị Minh Khai, Quận 3, TP. HCM",04:45 - 11:30,60.000 - 165.000,Quận 3,165000,60000,6.308474576271187,59
501,Lotteria - Lý Chính Thắng,"250B Lý Chính Thắng, P. 9, Quận 3, TP. HCM",,30.000 - 80.000,Quận 3,80000,30000,5.495454545454546,44
502,Mực 280 - Mực Một Nắng Chiên Nước Mắm,"278 Lê Văn Sỹ, P. 14, Quận 3, TP. HCM",,80.000 - 110.000,Quận 3,110000,80000,6.38918918918919,37
504,Cháo Vịt Liên - Nguyễn Thiện Thuật,"21/3 Nguyễn Thiện Thuật, P. 2, Quận 3, TP. HCM",,30.000 - 88.000,Quận 3,88000,30000,7.782608695652174,92
505,Hỷ Hỷ - Bún Thái - Trần Quốc Toản,"47/36 Trần Quốc Toản, P. 8, Quận 3, TP. HCM",00:00 - 23:59,45.000 - 60.000,Quận 3,60000,45000,5.5,14
506,Yến Hương Giang - Bún Bò Huế,"325 Võ Văn Tần, P. 5, Quận 3, TP. HCM",00:01 - 23:59,15.000 - 60.000,Quận 3,60000,15000,5.004761904761905,84
509,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,"284A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,50.000 - 110.000,Quận 3,110000,50000,7.434,100
510,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,"531 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",,25.000 - 100.000,Quận 3,100000,25000,7.572,100
511,-18ºC - Food & Drink - Võ Văn Tần,"74 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 55.000,Quận 3,55000,25000,6.803999999999999,100
512,Quán Cơm Sinh Viên - Trần Văn Đang,"47G Trần Văn Đang, P. 9, Quận 3, TP. HCM",,6.000 - 22.000,Quận 3,22000,6000,10.0,1
513,Cơm Healthy Giảm Cân - Trần Vương,"86/11 Trương Quyền, P.3, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,10.0,1
514,"Famy Fruit - Trái Cây Tươi, Ăn Vặt & Sinh Tố - Cách Mạng Tháng 8","540/2/14 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,39.000 - 99.000,Quận 3,99000,39000,10.0,1
515,Bánh Tráng Trộn Long,"34 Nguyễn Thượng Hiền, Quận 3, TP. HCM",,10.000 - 22.000,Quận 3,22000,10000,6.79,100
516,Bánh Cuốn Hồng Hiên - Kỳ Đồng,"20 Kỳ Đồng, P. 9, Quận 3, TP. HCM",06:00 - 20:00,25.000 - 55.000,Quận 3,55000,25000,6.691666666666666,24
517,Phá Lấu Anh - Chung Cư Nguyễn Thiện Thuật,"002 Lô F Chung Cư Nguyễn Thiện Thuật, P. 1, Quận 3, TP. HCM",,20.000 - 50.000,Quận 3,50000,20000,9.666666666666666,3
518,Hồng Ngọc - Bún Bò Huế,"210/12A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,20.000 - 40.000,Quận 3,40000,20000,9.0,1
519,Cơm Tấm Hùng - Hẻm 194 Võ Văn Tần,"194/2 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 12:30,28.000 - 35.000,Quận 3,35000,28000,6.630769230769231,13
520,Bơ By Butterman - Nguyễn Đình Chiểu,"218 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,20.000 - 100.000,Quận 3,100000,20000,7.850505050505051,99
521,Xôi Gà Truyền Thống 295,"295 Hai Bà Trưng, P. 8, Quận 3, TP. HCM",05:20 - 10:30,15.000 - 40.000,Quận 3,40000,15000,8.12,15
522,Cơm Gà Xối Mỡ - Shop Online - Trần Văn Đang,"159/90/66 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,25.000 - 50.000,Quận 3,50000,25000,8.2,1
523,Mr Nhoi - Heo Quay Tây Bắc - 179A Nguyễn Thượng Hiền,"179A Nguyễn Thượng Hiền, P. 4, Quận 3, TP. HCM",,50.000 - 300.000,Quận 3,300000,50000,9.66,100
524,Thành Đạt - Hủ Tiếu Nam Vang - Lý Thái Tổ,"16 Lý Thái Tổ, P. 2, Quận 3, TP. HCM",00:00 - 23:59,49.000 - 55.000,Quận 3,55000,49000,5.165217391304347,23
525,Súp Cua Ghiền - Võ Văn Tần,"287 Võ Văn Tần, P. 5, Quận 3, TP. HCM",06:00 - 21:00,15.000 - 30.000,Quận 3,30000,15000,6.068354430379746,79
526,"Khỏi Lăn Vào Bếp - Phá Lấu, Bún Bò - Nguyễn Thị Minh Khai","238/10 Nguyễn Thị Minh Khai, Phường 6, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.8,1
527,Bánh Bao Chiên - Huỳnh Tịnh Của,"45 Huỳnh Tịnh Của, Quận 3, TP. HCM",,4.000 - 4.000,Quận 3,4000,4000,8.16,25
528,Papa's Food - Cơm Văn Phòng - Nguyễn Đình Chiểu,"Tầng B1, 117 Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",,15.000 - 55.000,Quận 3,55000,15000,9.623529411764705,34
529,Nhà Hàng Chay Thanh Hoàng - Trần Quốc Thảo,"42A1 Trần Quốc Thảo, P.Võ Thị Sáu, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.8,1
530,Ốc Hòa - Ốc Bình Dân,"195/25 Trần văn Đang, P. 11, Quận 3, TP. HCM",,30.000 - 40.000,Quận 3,40000,30000,7.14698795180723,83
531,Chiyoda Sushi Viet Nam,"149 Nguyễn Đình Chiểu, P. Võ Thị Sáu, Quận 3, TP. HCM",,150.000 - 300.000,Quận 3,300000,150000,8.258,100
532,Bà Xã Vegan - Nhà Hàng Chay - Trương Định,"107K Trương Định, P. 6, Quận 3, TP. HCM",,10.000 - 195.000,Quận 3,195000,10000,7.419047619047619,21
533,Pizza Hut - Lê Văn Sỹ,"451 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,50.000 - 300.000,Quận 3,300000,50000,6.916666666666667,12
534,Bếp Hảo Hảo - Đỉnh Cao Ăn Vặt - Võ Văn Tần,"299 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,20.000 - 95.000,Quận 3,95000,20000,8.871428571428572,28
535,Hamburger & Bánh Mì - BREAD 24H,"504 Điện Biên Phủ, P. 3, Quận 3, TP. HCM",00:00 - 23:59,15.000 - 40.000,Quận 3,40000,15000,9.3,2
536,Cơm Chay Diệu Hạnh,"126 Nguyễn Thượng Hiền, Quận 3, TP. HCM",,15.000 - 22.000,Quận 3,22000,15000,7.4,1
537,Naan & Masala - Quán Ăn Ấn Độ,"111 Nguyễn Thượng Hiền, P. 5, Quận 3, TP. HCM",,5.000 - 150.000,Quận 3,150000,5000,8.386666666666667,15
538,Hoàng Ty - Đặc sản Trảng Bàng - Cao Thắng,"106 Cao Thắng, P. 4, Quận 3, TP. HCM",,60.000 - 110.000,Quận 3,110000,60000,6.812,100
539,Bún Đậu Mắm Tôm A Chảnh - Nguyễn Thượng Hiền,"359 Nguyễn Thượng Hiền, P. 11, Quận 3, TP. HCM",,23.000 - 55.000,Quận 3,55000,23000,6.4079999999999995,100
540,Cơm Bà Đẻ,"1C Cao Thắng, P. 2, Quận 3, TP. HCM",,30.000 - 66.000,Quận 3,66000,30000,4.05,12
541,Bánh Mì Gạch Đỏ - Shop Online,"491/1/2 Nguyễn Đình Chiểu, P. 2, Quận 3, TP. HCM",,40.000 - 300.000,Quận 3,300000,40000,7.523076923076923,26
542,Rocketto Dessert - CMT8,"210/2A Cách Mạng Tháng 8, P. 10, Quận 3, TP. HCM",,24.000 - 420.000,Quận 3,420000,24000,7.454545454545454,11
543,Rakuen - Lẩu & Mì Cay,"483 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,30.000 - 200.000,Quận 3,200000,30000,8.446,100
544,Lil’ Sago Cơm & Lẩu - Võ Văn Tần,"299 Võ Văn Tần, Quận 3, TP. HCM",,25.000 - 109.000,Quận 3,109000,25000,7.108,100
545,Cô Hường - Gỏi Khô Bò - Lê Văn Sỹ,"491A/10 Lê Văn Sỹ, P. 12, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,45000,25000,8.7,2
546,Mì Gói Xào Bò - Ga Sài Gòn,"Nằm Ngoài Ga Sài Gòn, 1 Nguyễn Thông (Đối Diện 218 Nguyễn Phúc Nguyên), P. 9, Quận 3, TP. HCM",,22.000 - 28.000,Quận 3,28000,22000,6.96,65
547,Lotteria - Ga Sài Gòn,"1 Nguyễn Thông, Quận 3, TP. HCM",,30.000 - 88.000,Quận 3,88000,30000,6.507692307692308,13
548,Tân Tòng Lợi - Mì Sủi Cảo & Vịt Tiềm,"311 Võ Văn Tần, P. 5, Quận 3, TP. HCM",,30.000 - 55.000,Quận 3,55000,30000,6.402,100
549,Coco Đác - Sữa Chua Hạt Đác - Võ Thị Sáu,"270B Võ Thị Sáu, P. Võ Thị Sáu, Quận 3, TP. HCM",,22.000 - 55.000,Quận 3,55000,22000,8.171428571428573,7
550,Bò Né Mia - Bò Né & Bò Bít Tết - Huỳnh Tịnh Của,"31 Huỳnh Tịnh Của, P. Võ Thị Sáu, Quận 3, TP. HCM",,0 - 0,Quận 3,0,0,9.4,1
551,Cơm Gà Xối Mỡ Mộc - Trần Văn Đang,"159/91 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,25.000 - 45.000,Quận 3,45000,25000,7.733333333333333,3
552,"Gà Delichi - Gà Nướng Muối Ớt, Gà Lên Mâm & Gà Bó Xôi","117/3 Vườn Chuối, P. 4, Quận 3, TP. HCM",,25.000 - 158.000,Quận 3,158000,25000,6.242105263157894,76
553,Bún Riêu Cua Ốc 66 - Chợ Võ Văn Tần,"287/66 Nguyễn Đình Chiểu, Quận 3, TP. HCM",,25.000 - 40.000,Quận 3,40000,25000,6.609756097560975,41
554,Trúc Phương - Tré Bà Đào,"Hẻm 102 Bà Huyện Thanh Quan, P. 9, Quận 3, TP. HCM",,35.000 - 70.000,Quận 3,70000,35000,8.0,1
555,Bún Thịt Nướng Tiểu Bảo - Bàn Cờ,"146/2 Bàn Cờ, P. 3, Quận 3, TP. HCM",,35.000 - 65.000,Quận 3,65000,35000,10.0,1
556,Văn Cao - Cơm Gà Xối Mỡ & Cơm Gà Mắm Tỏi - Trần Văn Đang,"79/58 Trần Văn Đang, P. 11, Quận 3, TP. HCM",,15.000 - 999.000,Quận 3,999000,15000,8.4,1
557,Sầu Riêng Sạch Cái Mơn - Cách Mạng Tháng 8,"394 Cách Mạng Tháng 8, P. 11, Quận 3, TP. HCM",00:00 - 23:59,50.000 - 100.000,Quận 3,100000,50000,9.6,2
558,Bánh Tiêu Tân Định,"23 Rạch Bùng Binh, P. 10, Quận 3, TP. HCM",06:00 - 21:00,5.000 - 5.000,Quận 3,5000,5000,6.720000000000001,10
559,Bún Bò Huế Chú Há,"300 Võ Văn Tần, Quận 3, TP. HCM",,45.000 - 61.000,Quận 3,61000,45000,5.443333333333333,60
560,Takki - Bánh Mì Kebab - Kỳ Đồng,"7 Kỳ Đồng, P. 9, Quận 3, TP. HCM",,20.000 - 25.000,Quận 3,25000,20000,8.825,72
